,Age,Overall,Potential,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST,PrefPos_9.0,PrefPos_6.0,PrefPos_10.0,PrefPos_3.0,PrefPos_0.0,PrefPos_4.0,PrefPos_2.0,PrefPos_8.0,PrefPos_7.0,PrefPos_5.0,PrefPos_1.0,PrefPos
82,35,86,86,92000,1206,40,17,49,34,22,70,19,13,12,12,19,82,87,76,83,81,19,23,51,33,11,11,23,13,84,35,21,12,44,32,13,65,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
83,20,81,92,115000,1967,89,56,93,92,85,84,66,76,87,83,54,13,8,6,6,15,66,32,75,66,73,20,78,83,82,75,78,19,85,84,17,63,75,67,81,44,54,82,73,81,53,44,73,54,82,80,80,82,58,81,53,44,73,54,82,80,80,82,58,80,0,0,1,0,0,0,0,0,0,0,0,ST 
84,22,83,87,53000,1760,68,89,57,50,56,73,47,36,47,37,44,9,11,7,10,15,79,85,90,58,48,85,38,24,76,68,72,87,72,68,86,84,27,30,51,82,73,51,57,51,75,82,57,73,51,53,56,51,71,51,75,82,57,73,51,53,56,51,71,56,0,0,0,0,1,0,0,0,0,0,0,CB 
85,21,83,91,37000,2171,86,63,85,84,86,79,82,81,88,78,81,11,15,13,7,14,54,66,72,71,76,63,68,76,76,82,82,63,84,79,59,69,82,75,82,66,72,81,78,82,72,66,78,72,81,82,77,82,75,82,72,66,78,72,81,82,77,82,75,77,0,0,0,0,0,0,0,0,0,1,0,LM 
86,23,84,89,36000,1919,68,72,49,55,71,74,58,62,55,45,77,10,11,5,14,5,85,85,77,78,47,86,35,54,82,73,70,85,70,71,88,84,52,40,62,83,79,62,69,62,78,83,69,79,62,64,64,61,75,62,78,83,69,79,62,64,64,61,75,64,0,0,0,0,1,0,0,0,0,0,0,CB 
87,21,82,87,68000,1901,92,63,79,76,82,70,69,62,81,86,42,9,9,8,15,9,74,37,77,55,67,17,68,85,84,76,74,19,91,78,20,59,57,81,77,46,53,80,68,77,55,46,68,53,80,78,81,80,59,77,55,46,68,53,80,78,81,80,59,81,0,0,1,0,0,0,0,0,0,0,0,ST 
88,27,82,84,37000,1209,47,32,45,43,17,52,14,12,19,11,11,82,82,64,81,84,16,21,73,25,13,10,22,10,81,30,21,14,51,39,18,69,41,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
89,29,82,82,130000,2111,90,70,91,83,83,76,78,76,90,67,69,5,5,13,6,9,58,62,75,69,80,60,65,78,76,77,84,68,92,75,60,57,72,68,79,65,69,80,75,79,72,65,75,69,80,80,76,81,74,79,72,65,75,69,80,80,76,81,74,76,0,0,0,0,0,0,0,1,0,0,0,RM 
90,25,84,86,145000,1942,64,79,66,69,70,74,50,55,53,58,47,11,9,15,10,6,81,85,84,69,52,82,54,50,82,77,66,85,69,74,83,81,55,51,64,82,78,63,68,64,76,82,68,78,63,63,65,62,74,64,76,82,68,78,63,63,65,62,74,65,0,0,0,0,1,0,0,0,0,0,0,CB 
91,27,81,83,28000,1122,38,31,43,39,19,48,11,11,10,11,15,79,77,73,79,85,11,18,69,20,14,11,20,9,82,15,14,13,44,34,10,55,53,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
92,28,83,83,28000,1809,54,72,38,35,73,78,38,62,64,87,32,6,12,15,11,8,93,39,55,37,74,29,81,88,85,74,83,26,64,84,48,89,68,85,71,57,57,76,67,71,54,57,67,57,76,68,81,69,55,71,54,57,67,57,76,68,81,69,55,81,0,0,1,0,0,0,0,0,0,0,0,ST 
93,26,82,82,51000,1887,77,70,70,50,85,79,68,78,81,84,78,2,2,2,4,2,66,30,75,55,74,16,92,76,68,75,88,20,82,66,22,85,70,74,76,46,52,78,68,76,50,46,68,52,78,75,79,77,54,76,50,46,68,52,78,75,79,77,54,79,0,0,1,0,0,0,0,0,0,0,0,ST 
94,30,83,83,87000,1987,90,54,85,81,84,79,77,65,82,76,65,8,5,14,11,11,65,40,73,51,80,24,62,88,80,75,78,32,90,92,32,55,78,84,80,48,56,81,73,80,60,48,73,56,81,81,79,82,64,80,60,48,73,56,81,81,79,82,64,79,1,0,0,0,0,0,0,0,0,0,0,RW 
95,30,82,82,73000,1611,31,84,29,32,72,83,44,46,48,41,37,8,9,12,11,14,89,83,40,62,26,85,33,32,82,64,63,79,30,69,84,90,47,35,52,81,75,52,61,52,70,81,61,75,52,53,56,49,67,52,70,81,61,75,52,53,56,49,67,56,0,0,0,0,1,0,0,0,0,0,0,CB 
96,29,83,83,50000,1862,62,79,63,61,68,82,58,38,60,48,52,14,6,9,10,7,84,83,82,64,31,84,56,51,82,73,62,83,65,68,83,81,57,38,62,81,76,61,66,62,76,81,66,76,61,63,63,61,73,62,76,81,66,76,61,63,63,61,73,63,0,0,0,0,1,0,0,0,0,0,0,CB 
97,28,84,85,54000,1190,38,36,39,36,24,61,14,18,15,11,11,83,86,52,85,87,15,23,72,26,9,12,21,11,84,25,24,10,47,32,12,79,42,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
98,29,83,83,19000,1350,53,39,61,54,23,53,12,10,20,12,16,85,81,80,79,82,11,22,79,30,11,13,32,13,80,31,38,11,57,45,13,77,63,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
99,30,83,83,40000,1952,39,74,57,38,73,79,62,55,62,58,74,14,6,13,13,14,85,84,79,72,68,84,69,49,77,69,80,82,46,74,85,85,63,49,64,81,77,63,70,64,74,81,70,77,63,63,66,61,72,64,74,81,70,77,63,63,66,61,72,66,0,0,0,0,1,0,0,0,0,0,0,CB 
100,31,82,82,37000,1162,30,18,35,32,22,64,12,14,18,17,16,81,84,79,78,83,13,10,66,37,18,19,21,10,77,36,21,12,33,29,10,58,60,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
101,31,83,83,130000,2185,88,83,75,83,81,82,85,69,82,58,66,16,11,10,7,7,64,80,70,69,62,78,55,75,86,77,85,77,87,90,83,85,71,70,76,79,80,77,77,76,82,79,77,80,77,80,75,78,82,76,82,79,77,80,77,80,75,78,82,75,0,0,0,0,0,0,0,0,1,0,0,RB 
102,31,84,84,150000,1866,74,88,68,62,67,75,52,22,62,32,49,13,11,9,11,7,81,86,82,69,47,83,51,39,82,76,54,84,76,75,87,76,56,35,62,82,78,60,67,62,78,82,67,78,60,63,58,60,76,62,78,82,67,78,60,63,58,60,76,58,0,0,0,0,1,0,0,0,0,0,0,CB 
103,31,82,82,73000,1737,57,79,53,56,67,73,38,53,54,27,45,8,6,5,9,8,77,83,77,65,53,85,37,30,80,71,65,83,57,62,85,82,49,31,56,81,75,55,63,56,72,81,63,75,55,55,55,53,69,56,72,81,63,75,55,55,55,53,69,55,0,0,0,0,1,0,0,0,0,0,0,CB 
104,34,84,84,115000,2208,79,78,85,87,86,82,86,80,84,55,74,5,11,9,6,7,72,81,80,77,78,73,70,74,79,83,86,83,84,76,79,55,78,68,79,76,79,78,80,79,81,76,80,79,78,80,74,79,81,79,81,76,80,79,78,80,74,79,81,74,0,0,0,0,0,0,0,0,1,0,0,RB 
105,32,82,82,30000,1185,40,34,35,45,23,55,18,10,11,13,14,78,81,72,87,85,16,19,59,34,18,13,13,15,73,34,21,13,46,31,11,70,37,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
106,34,83,83,59000,1291,50,32,50,60,23,60,11,11,10,14,11,80,83,82,82,82,13,22,73,22,15,12,24,13,82,19,24,24,63,34,22,72,65,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
107,18,82,94,35000,1266,46,30,64,38,28,68,12,12,24,12,14,88,78,72,78,88,12,26,72,24,18,12,24,14,74,34,24,16,54,34,14,72,50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
108,21,81,88,70000,1745,65,85,62,55,64,72,36,22,54,40,27,9,7,10,6,15,81,76,74,61,44,81,44,34,74,65,74,85,76,79,82,86,44,28,56,80,73,56,61,56,73,80,61,73,56,57,59,54,70,56,73,80,61,73,56,57,59,54,70,59,0,0,0,0,1,0,0,0,0,0,0,CB 
109,25,83,89,28000,1284,54,26,58,50,15,30,12,19,15,15,20,85,79,75,82,86,12,21,68,23,17,16,24,12,77,32,24,17,48,42,13,73,58,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
110,21,82,88,47000,1651,64,70,48,39,64,70,35,30,55,19,27,11,8,7,9,14,80,80,71,69,25,82,38,27,81,74,44,80,78,60,86,91,61,24,57,81,75,54,64,57,73,81,64,75,54,57,52,53,70,57,73,81,64,75,54,57,52,53,70,52,0,0,0,0,1,0,0,0,0,0,0,CB 
111,24,80,84,15000,2159,82,78,78,70,78,76,85,85,79,52,77,13,8,12,11,14,67,76,81,81,67,75,63,73,80,76,75,76,84,89,77,64,67,66,74,75,77,73,76,74,79,75,76,77,73,77,71,75,80,74,79,75,76,77,73,77,71,75,80,71,0,0,0,0,0,1,0,0,0,0,0,LB 
112,22,81,86,77000,2097,72,74,75,50,82,81,69,67,79,66,57,9,12,9,7,15,75,77,72,81,79,66,68,74,76,84,80,69,68,80,77,78,81,69,78,75,78,77,80,78,74,75,80,78,77,77,75,76,75,78,74,75,80,78,77,77,75,76,75,75,0,0,0,0,0,0,1,0,0,0,0,CM 
113,30,81,81,89000,2047,91,92,78,77,76,79,63,59,76,83,48,15,14,7,15,11,64,49,74,48,67,48,76,84,86,66,85,51,91,88,52,68,72,73,75,61,63,79,69,75,66,61,69,63,79,76,79,77,67,75,66,61,69,63,79,76,79,77,67,79,0,0,1,0,0,0,0,0,0,0,0,ST 
114,23,83,90,58000,1935,80,83,79,75,78,78,42,64,78,88,56,13,7,12,14,7,84,31,83,42,67,15,77,85,78,68,81,32,83,84,23,85,61,80,74,51,52,78,65,74,52,51,65,52,78,72,82,75,54,74,52,51,65,52,78,72,82,75,54,82,0,0,1,0,0,0,0,0,0,0,0,ST 
115,28,82,82,20000,1799,65,84,63,57,64,74,45,32,57,39,30,9,11,14,9,7,82,83,92,70,41,82,47,34,77,75,46,79,70,83,84,78,50,40,59,81,77,56,65,59,75,81,65,77,56,60,57,57,73,59,75,81,65,77,56,60,57,57,73,57,0,0,0,0,1,0,0,0,0,0,0,CB 
116,30,82,82,125000,1872,76,62,76,77,81,80,60,72,79,87,58,12,12,8,5,8,76,34,77,50,60,12,80,87,80,72,76,14,78,67,16,74,66,80,75,44,50,78,66,75,49,44,66,50,78,75,80,77,53,75,49,44,66,50,78,75,80,77,53,80,0,0,1,0,0,0,0,0,0,0,0,ST 
117,22,80,87,20000,1207,34,18,41,39,16,26,25,25,10,11,19,78,81,75,76,83,17,21,71,36,14,19,24,15,74,32,25,16,33,37,18,51,55,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
118,25,81,84,71000,2114,74,78,82,73,84,75,70,75,77,57,76,14,7,13,14,8,56,78,61,84,62,63,84,72,81,85,71,70,75,83,75,58,83,71,78,71,78,75,80,78,75,71,80,78,75,78,70,75,76,78,75,71,80,78,75,78,70,75,76,70,0,0,0,0,0,0,1,0,0,0,0,CM 
119,26,82,86,62000,1692,60,83,60,54,66,75,35,34,47,34,28,14,13,14,13,12,81,84,85,69,31,85,37,29,78,67,43,84,65,60,82,77,41,27,53,81,74,52,60,53,72,81,60,74,52,54,53,51,68,53,72,81,60,74,52,54,53,51,68,53,0,0,0,0,1,0,0,0,0,0,0,CB 
120,26,82,86,37000,1961,70,86,67,64,70,72,51,72,53,42,51,12,16,11,13,11,78,82,89,77,74,85,39,48,75,74,81,84,72,72,81,78,46,37,62,81,77,62,67,62,75,81,67,77,62,62,63,60,73,62,75,81,67,77,62,62,63,60,73,63,0,0,0,0,1,0,0,0,0,0,0,CB 
121,26,81,82,44000,1971,79,85,77,69,80,68,52,68,76,82,56,7,13,9,7,9,81,34,89,45,70,28,80,83,78,65,83,40,79,76,35,86,66,84,73,56,55,77,66,73,56,56,66,55,77,72,80,74,57,73,56,56,66,55,77,72,80,74,57,80,0,0,1,0,0,0,0,0,0,0,0,ST 
122,23,82,87,110000,1911,84,23,86,86,89,76,81,84,87,70,80,15,15,9,8,9,50,20,50,75,82,19,72,76,78,83,78,18,80,77,23,50,82,72,82,37,53,81,75,82,53,37,75,53,81,82,74,82,58,82,53,37,75,53,81,82,74,82,58,74,1,0,0,0,0,0,0,0,0,0,0,RW 
123,25,83,85,110000,1884,60,81,58,49,71,75,54,63,65,36,22,11,15,10,7,10,85,85,67,74,48,83,42,51,81,77,66,79,73,73,85,81,72,50,66,82,79,64,72,66,76,82,72,79,64,66,63,63,75,66,76,82,72,79,64,66,63,63,75,63,0,0,0,0,1,0,0,0,0,0,0,CB 
124,25,82,86,42000,1923,65,65,60,50,80,73,54,68,79,84,71,15,14,16,15,8,84,35,72,48,76,29,80,85,81,79,83,30,68,67,32,87,63,80,75,53,56,78,68,75,53,53,68,56,78,73,81,75,56,75,53,53,68,56,78,73,81,75,56,81,0,0,1,0,0,0,0,0,0,0,0,ST 
125,28,82,83,43000,1833,54,82,56,58,71,72,54,67,53,37,46,12,8,6,6,14,77,83,78,70,38,83,46,39,77,75,59,85,61,74,84,85,56,39,59,81,78,57,66,59,75,81,66,78,57,60,57,57,73,59,75,81,66,78,57,60,57,57,73,57,0,0,0,0,1,0,0,0,0,0,0,CB 
126,29,82,82,1000,2060,85,58,92,84,88,84,76,80,87,76,72,6,13,13,8,9,53,51,68,73,78,45,74,77,77,81,76,42,82,78,49,62,79,68,82,56,65,81,77,82,64,56,77,65,81,81,76,82,68,82,64,56,77,65,81,81,76,82,68,76,0,0,0,0,0,0,0,1,0,0,0,RM 
127,27,83,84,66000,1864,72,73,64,61,72,78,49,44,64,28,33,11,8,11,12,15,83,84,82,69,36,86,48,35,81,74,63,82,79,68,85,78,59,55,62,81,77,60,67,62,77,81,67,77,60,63,59,60,74,62,77,81,67,77,60,63,59,60,74,59,0,0,0,0,1,0,0,0,0,0,0,CB 
128,31,82,82,54000,1922,49,81,57,46,73,78,68,69,65,47,60,15,9,12,14,6,83,77,86,72,53,83,49,45,77,70,64,82,65,80,83,84,60,38,63,80,77,62,69,63,76,80,69,77,62,65,62,62,74,63,76,80,69,77,62,65,62,62,74,62,0,0,0,0,1,0,0,0,0,0,0,CB 
129,29,83,83,135000,2141,74,74,83,76,86,80,74,77,85,79,66,6,15,14,8,11,67,68,73,77,72,60,70,77,78,86,72,62,72,90,67,67,83,72,82,69,75,80,81,82,73,69,81,75,80,81,77,80,75,82,73,69,81,75,80,81,77,80,75,77,0,0,0,0,0,0,1,0,0,0,0,CM 
130,30,82,82,140000,1933,51,76,59,52,82,78,64,70,72,83,65,12,15,11,6,5,90,41,82,56,74,26,81,83,82,77,85,20,55,74,37,90,75,82,75,55,59,77,71,75,53,55,71,59,77,72,80,73,56,75,53,55,71,59,77,72,80,73,56,80,0,0,1,0,0,0,0,0,0,0,0,ST 
131,30,81,81,24000,1273,55,41,55,51,15,56,12,11,12,11,12,80,83,72,81,82,23,20,71,43,12,11,25,11,76,34,25,18,55,35,14,77,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
132,28,83,84,39000,1299,48,38,55,58,25,57,13,12,15,13,13,81,82,83,80,83,10,21,69,31,12,11,24,15,80,40,23,12,54,45,19,68,58,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
133,30,83,83,73000,2040,88,66,82,77,80,85,70,76,76,86,70,6,10,8,8,6,67,38,84,72,76,23,85,86,85,79,84,39,86,76,33,64,76,78,80,51,59,81,74,80,59,51,74,59,81,80,81,80,62,80,59,51,74,59,81,80,81,80,62,81,0,0,1,0,0,0,0,0,0,0,0,ST 
134,31,84,84,160000,1839,62,84,62,51,63,75,28,48,58,56,27,5,12,9,5,12,86,83,82,61,66,84,53,45,85,65,63,84,63,69,85,80,56,47,61,82,75,61,65,61,73,82,65,75,61,58,64,58,69,61,73,82,65,75,61,58,64,58,69,64,0,0,0,0,1,0,0,0,0,0,0,CB 
135,32,82,82,31000,1217,53,37,52,36,17,63,14,13,15,13,12,86,78,77,77,85,13,23,74,28,11,10,11,11,79,37,24,13,43,31,15,61,55,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
136,30,83,84,65000,1355,62,33,62,47,40,52,18,13,12,12,15,83,82,82,80,86,16,20,60,46,14,14,26,14,80,44,36,13,60,35,14,62,59,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
137,30,82,82,52000,1182,48,11,57,40,23,50,10,15,10,10,15,82,83,72,81,84,10,15,80,27,19,12,21,10,75,31,24,19,34,31,17,51,46,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
138,32,83,83,62000,2080,76,78,75,62,79,74,83,80,77,54,59,11,14,10,15,7,59,78,68,66,53,83,66,68,82,77,68,81,87,85,84,74,72,49,73,78,78,72,75,73,81,78,75,78,72,76,69,74,81,73,81,78,75,78,72,76,69,74,81,69,0,0,0,0,0,0,0,0,1,0,0,RB 
139,35,83,83,19000,1200,34,36,48,47,23,62,11,10,11,12,11,77,84,76,83,80,10,16,68,23,11,14,21,11,79,28,22,14,52,42,13,66,53,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
140,36,83,83,10000,1293,59,23,62,46,23,70,13,25,25,12,13,86,74,58,80,85,25,22,77,22,13,11,24,16,77,21,28,13,57,43,11,70,65,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
141,22,74,81,41000,1656,64,74,37,48,65,67,43,38,42,41,39,10,13,12,8,12,75,70,76,61,35,75,58,36,65,67,54,77,63,64,79,69,41,45,52,73,68,52,58,52,68,73,58,68,52,54,54,51,65,52,68,73,58,68,52,54,54,51,65,54,0,0,0,0,1,0,0,0,0,0,0,CB 
142,23,81,87,125000,2037,91,77,88,83,78,75,75,61,80,50,30,16,12,10,14,12,58,80,80,65,60,76,38,73,82,74,74,78,92,90,77,59,62,42,73,74,76,73,73,73,80,74,73,76,73,76,69,75,80,73,80,74,73,76,73,76,69,75,80,69,0,0,0,0,0,0,0,0,1,0,0,RB 
143,22,78,83,19000,1268,45,39,40,57,16,36,24,23,18,19,21,76,77,75,79,77,15,16,68,41,18,12,25,20,73,38,21,11,52,42,20,52,41,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
144,22,78,83,19000,1268,45,39,40,57,16,36,24,23,18,19,21,76,77,75,79,77,15,16,68,41,18,12,25,20,73,38,21,11,52,42,20,52,41,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
145,22,80,88,88000,1691,54,70,59,53,65,70,40,45,64,33,25,5,10,5,5,5,80,84,81,59,39,84,36,28,74,65,58,82,66,68,84,80,50,35,56,79,73,55,61,56,72,79,61,73,55,56,55,54,70,56,72,79,61,73,55,56,55,54,70,55,0,0,0,0,1,0,0,0,0,0,0,CB 
146,23,82,87,16000,1225,50,27,62,43,12,29,17,24,14,14,20,79,80,78,82,83,11,23,63,23,12,18,24,11,80,23,19,11,53,31,11,67,45,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
147,24,80,84,38000,1730,66,78,64,58,64,78,46,47,35,27,28,11,16,11,15,13,79,78,81,67,22,81,47,30,79,69,44,86,74,65,84,78,55,32,54,79,74,51,61,54,74,79,61,74,51,55,51,51,70,54,74,79,61,74,51,55,51,51,70,51,0,0,0,0,1,0,0,0,0,0,0,CB 
148,23,80,85,120000,1852,77,61,78,78,77,81,65,61,76,83,46,9,10,16,7,15,73,23,81,36,76,16,67,83,79,64,83,22,80,65,26,82,63,74,72,46,47,77,62,72,50,46,62,47,77,72,79,75,52,72,50,46,62,47,77,72,79,75,52,79,0,0,1,0,0,0,0,0,0,0,0,ST 
149,24,81,87,50000,1225,38,32,48,35,26,59,11,12,21,16,14,81,83,72,78,85,12,27,61,40,13,16,42,16,73,36,29,11,43,35,13,63,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
150,27,82,82,67000,1965,91,59,86,78,82,77,76,70,87,75,58,10,12,7,11,10,48,38,75,59,78,28,57,78,81,80,85,33,93,73,30,68,77,72,80,48,57,81,72,80,58,48,72,57,81,80,77,82,63,80,58,48,72,57,81,80,77,82,63,77,0,0,0,0,0,0,0,1,0,0,0,RM 
151,26,79,81,37000,1902,64,78,66,68,65,68,67,55,60,42,46,15,6,15,15,7,77,81,75,69,50,80,51,51,78,69,61,80,69,73,83,77,61,48,62,78,75,61,67,62,75,78,67,75,61,64,61,61,74,62,75,78,67,75,61,64,61,61,74,61,0,0,0,0,1,0,0,0,0,0,0,CB 
152,28,81,83,125000,1287,54,25,48,50,32,56,17,10,12,10,10,79,83,74,81,77,12,25,71,33,15,18,21,11,78,47,35,11,50,40,12,67,60,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
153,26,80,82,74000,2105,78,85,79,82,78,77,70,65,77,62,49,13,13,5,5,8,59,86,69,76,62,76,53,78,84,80,70,80,76,94,84,74,79,56,77,78,81,75,79,77,80,78,79,81,75,77,72,75,81,77,80,78,79,81,75,77,72,75,81,72,0,0,0,0,0,0,1,0,0,0,0,CM 
154,29,82,82,68000,1815,65,73,33,35,67,83,25,62,57,37,56,11,9,9,13,11,77,84,68,75,60,86,72,20,83,70,75,85,60,69,86,84,59,39,59,81,77,57,66,59,73,81,66,77,57,57,58,53,70,59,73,81,66,77,57,57,58,53,70,58,0,0,0,0,1,0,0,0,0,0,0,CB 
155,26,81,82,26000,2015,84,55,91,86,83,82,73,80,85,84,77,6,13,9,7,7,74,44,85,68,69,28,74,83,80,77,78,26,83,76,21,57,76,76,80,48,57,81,73,80,57,48,73,57,81,80,80,81,61,80,57,48,73,57,81,80,80,81,61,80,0,0,1,0,0,0,0,0,0,0,0,ST 
156,26,81,83,61000,2010,78,79,73,71,78,76,55,56,70,43,45,10,15,13,12,8,82,86,86,78,62,82,52,61,81,79,64,84,77,66,78,68,75,43,72,80,79,70,75,72,77,80,75,79,70,70,66,69,76,72,77,80,75,79,70,70,66,69,76,66,0,0,0,0,1,0,0,0,0,0,0,CB 
157,24,81,85,79000,2136,84,83,76,78,77,75,80,69,76,65,30,7,10,15,16,9,75,76,93,72,58,77,66,74,81,76,78,82,84,87,80,81,71,50,74,79,78,75,75,74,80,79,75,78,75,77,74,76,80,74,80,79,75,78,75,77,74,76,80,74,0,0,0,0,0,0,0,0,1,0,0,RB 
158,26,81,83,21000,1723,50,82,33,31,63,74,17,47,65,32,19,16,13,15,16,13,80,80,62,73,30,76,42,49,74,73,62,85,64,79,84,93,50,55,58,80,76,57,65,58,70,80,65,76,57,57,59,53,68,58,70,80,65,76,57,57,59,53,68,59,0,0,0,0,1,0,0,0,0,0,0,CB 
159,27,80,80,30000,1275,53,40,59,49,24,52,11,12,19,15,13,84,80,74,74,83,14,15,79,36,19,19,22,11,74,36,28,15,49,39,14,63,40,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
160,24,81,85,17000,1969,87,45,90,87,84,85,73,85,91,76,67,11,6,10,14,9,67,45,72,68,66,29,68,80,82,76,66,31,79,74,40,39,77,75,80,49,58,80,74,80,59,49,74,58,80,80,75,81,63,80,59,49,74,58,80,80,75,81,63,75,0,0,0,0,0,0,0,1,0,0,0,RM 
161,24,80,83,71000,1873,86,54,85,82,86,74,70,80,84,75,63,5,3,5,5,3,51,36,60,57,74,25,72,76,72,74,74,25,87,70,30,54,73,77,78,44,54,78,70,78,54,44,70,54,78,77,74,79,59,78,54,44,70,54,78,77,74,79,59,74,0,1,0,0,0,0,0,0,0,0,0,LW 
162,27,81,81,37000,2043,65,77,70,73,81,71,65,78,79,64,68,15,7,11,14,12,51,82,48,81,69,76,50,79,81,82,69,79,55,78,82,66,78,58,77,74,80,75,80,77,75,74,80,80,75,75,70,74,76,77,75,74,80,80,75,75,70,74,76,70,0,0,0,0,0,0,1,0,0,0,0,CM 
163,26,82,84,115000,2057,82,76,83,76,76,75,79,64,76,54,39,10,11,13,15,7,67,79,69,67,69,81,46,72,76,77,74,86,83,87,83,71,64,45,73,78,77,72,74,73,81,78,74,77,72,75,70,74,81,73,81,78,74,77,72,75,70,74,81,70,0,0,0,0,0,0,0,0,1,0,0,RB 
164,27,81,82,120000,1826,69,83,60,48,58,71,52,49,59,50,22,10,15,16,15,15,83,79,75,63,35,80,52,48,78,66,42,80,75,77,82,87,49,54,58,79,73,58,62,58,74,79,62,73,58,61,60,58,71,58,74,79,62,73,58,61,60,58,71,60,0,0,0,0,1,0,0,0,0,0,0,CB 
165,26,84,86,69000,1257,44,35,51,52,23,58,15,13,16,8,12,84,82,73,80,85,17,18,74,24,14,14,20,10,80,37,22,16,52,36,13,74,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK 
